ELMO2
UTP11L
FDPS
NANS
GGA2
CCDC115
TTC1
MAD2L2
HIPK1
CLN3
WAPAL
C15orf40
SNX17
JOSD2
RPS6KB1
DNAJC19
DPM2
DPY30
GNL3
ATF6B
BTG2
NDUFS6
ECHS1
VPS4A
NCF4
RAB1B
CHORDC1
TMX4
PDLIM2
SRPK1
PTCD3
NMNAT1
DIP2A
PTPN22
KIAA1033
STX8
A2M
GRPEL1
EED
RAPGEF6
KIAA0020
RBM10
C19orf10
MFF
TNFRSF9
HIST1H1E
ST8SIA4
CCAR1
OPHN1
COPS4
CNOT1
EXOC2
SAMM50
MRPL34
CDC42EP3
RHOH
NUCB1
ARL16
FAM204A
DAPP1
ATF7
CIITA
MRPL15
C21orf59
UBE2L6
HP1BP3
XPC
STAT5A
PTPN2
SF3A3
AHNAK
MYEOV2
AHR
COQ10B
PSMF1
NFE2L2
SH2D2A
MRPS24
C6orf1
CCT4
ARFRP1
MRPL41
SCAMP3
MTG1
OAS1
PHB2
TLK1
FAM177A1
RPN1
PMVK
EIF3D
HPS1
MPC2
RNF7
RBM7
TAF9
TNFRSF1A
AKAP2
ACADVL
ZBTB8OS
GPR174
KIAA0319L
SDHD
SAT2
FIS1
IGLL5
CD83
VPS16
NOTCH2
MGP
SMS
NUB1
ITK
FBXL5
UQCRQ
ITGB2
PHPT1
KAT5
ERH
GIMAP6
MAN2C1
SF3B5
MYC
SUPT16H
IL10RB
TRAPPC6A
VCP
BGN
THEMIS2
APOBEC3F
RPL36A-HNRNPH2
ATG3
NDUFV2
KLHDC2
GBP4
SFXN3
SNW1
SLAMF6
EBP
TOR1A
AVL9
PHAX
STK10
PARVG
FAM3C
EIF2AK2
PAM
NUTF2
PCED1B
ATP5A1
XPO6
C7orf50
C9orf72
HMHA1
RAD23A
HAUS1
PPP5C
RNASEH2C
GHITM
NDUFB7
SP110
WDR33
API5
RAB6A
CHD2
ATP6V0C
PRPF8
FKBP3
PLEKHB2
TCERG1
BCKDHA
THBS1
DAXX
ELMO1
MPLKIP
CD247
SYF2
PTPN6
GNG11
NABP1
SLAMF7
PPP2CA
DGKA
GALT
ATP6AP2
UBE2A
RNH1
PPP6R3
KBTBD2
PBXIP1
CXorf40B
NCK1
CDKN1A
RNF10
MAGOH
TBRG1
EBNA1BP2
CIAPIN1
CSTB
RPP21
AKAP8
CFDP1
FOSB
UBE2V1
CALD1
PSMA6
DCN
SUCLG2
IFNAR2
CYB5A
NRBF2
ITGAE
IFRD2
PYCR2
NDUFS3
TBC1D23
MAP2K3
NARS
PRCC
SMAP2
CALCOCO1
PEBP1
COL1A2
ABLIM1
ZNF22
ISCA2
PNP
ACTR2
RAP1GDS1
DBNL
RAE1
QARS
BID
MBNL2
ADD3
RAB42
NUBP2
ID3
TM9SF1
RECQL
CTNNBL1
ECHDC1
GNAI3
CD4
IRF1
PTPRE
PTK2B
SOX4
TSPAN3
SH2D1A
USP20
MCRS1
C18orf8
LAPTM4A
DDX19B
CRYZL1
MXRA8
NFATC1
SCYL1
SCOC
PLCG1
ANKRD10
TAGLN2
MDH1
THYN1
UBE2I
FAS
BTN3A2
COPA
TRMT112
COA6
ANAPC13
SH3GLB1
XRCC6
SUPT5H
USP16
LARS
SNRPA
FCRL3
COX17
TCF12
SNRPF
EMG1
TECR
NDUFB4
TAPBP
RBM19
GRSF1
MAGT1
ARIH2
MRPS18A
CCNL2
TRPV2
CDC42SE1
TSPYL2
NAA20
GSN
SMARCA5
SENP6
AKR7A2
VIM
SUMO3
NAA50
SMIM7
TMEM209
SAMD9L
ABCE1
CMC1
CACUL1
ZDHHC12
TRIM26
UBA3
IFNGR2
DDAH2
STX7
TRIM27
ZNF259
GBP2
LRPPRC
EBF1
SNX2
RBX1
TSNAX
ATM
CD9
SRGN
ACSL5
LYPLA2
GART
SUN2
DRG1
SPCS1
SRP19
MFSD1
RNF138
DYNLRB1
LASP1
SIGMAR1
MCL1
PRNP
CTGF
PTBP1
PTPN7
TMEM154
SF1
NUP210
RAB11B
UBASH3A
ACAP1
CLK1
PSMA2
RTN4
CD37
GIMAP2
CHCHD3
GPR65
DFFA
OSTC
WDR11
MRPL32
CD59
ERP29
DDIT4
BST2
SERINC5
MRPL3
INPP4B
AHSA1
EAPP
NME2
GPR183
FPGS
SNRPA1
HNRNPF
GTPBP4
S1PR1
CD79A
DCUN1D1
TSR2
KDM4C
TPGS2
ATP6V1H
MRPS5
XPO1
DCTPP1
NEMF
CLU
CXCL12
IDI1
COMMD10
ARAP2
SF3B1
FAM32A
PRSS23
SPATA20
PSMB5
MTRNR2L3
TNFRSF10B
RABEP1
SMIM14
FBL
GDI2
MLF2
S100A10
COX5B
SUPT20H
CD3G
DPP8
IL7R
DMAP1
PPP2R5D
COPB1
PRELID1
C19orf24
HLA-DMA
NIT2
CACYBP
JAK1
CDV3
FLOT1
TOR1AIP2
LYRM4
DAP
DDX58
RNF125
COL6A3
1-Sep
GNPAT
HSD17B12
POLR2C
EIF3K
SLFN5
POP5
MARS
SREK1
PPIE
ARRDC1
PGLS
CBX5
SFT2D1
DERL1
MOAP1
SEPHS2
KHDRBS1
PSEN1
PDIA4
CASP2
SERBP1
JUN
STK38
TREX1
CEP57
TMF1
SCML4
SMARCE1
AARS
TRAP1
MRPL53
APP
CMTM7
PNKD
PMPCA
GLTP
C9orf78
ADCY7
ATP13A1
DCAF5
PRKRA
TLN1
NSMCE4A
HMGN1
TSC22D1
PUF60
SHC1
TANGO2
S1PR2
PIK3R5
CDC14A
SMC3
GSS
PPIL4
SLC38A10
BTN3A1
FABP5
PLIN2
YWHAQ
TRAM1
UBXN4
ADAM19
CCT8
LDHB
MRPS12
TRIP12
NDUFA2
RASSF5
IKZF3
TMEM14C
SEC11C
RGPD5
KIF2A
DHX15
TCF4
SPG11
UBL7
SYTL1
GGA1
NEK6
HEXIM1
ECE1
TP53I13
KCTD10
IER3
CSRP1
DDX39A
SEC13
HAGH
GTF3C5
SLC50A1
CREB3
NHP2L1
RANBP1
CSNK2B
WBP11
GALNT2
CCNK
CD200
ORMDL1
USP11
PRKDC
PDCD6IP
IK
SURF4
BCAS2
CD79B
ZKSCAN1
GNG2
MDH2
BCL6
POR
UXT
USMG5
APEX1
MRPL11
MPDU1
UBE2L3
ATP6V1E1
BIRC2
TIMP1
TPST2
ABT1
TSPAN14
NNMT
SNURF
ERGIC3
C8orf59
TNFRSF25
CWC25
ATP2A3
CCR7
PPP1CA
PTDSS1
ABCC9
CCDC167
INPP5K
COPB2
CDC27
COPS6
BPGM
PRR13
TMED3
GATA3
PIGH
ISLR
NARF
UTP18
EID1
RBM14
SEC24B
ADAM28
CMC2
SH3BP5
POLR2F
MCM7
CSGALNACT1
PRPF31
GBP1
BLCAP
SFI1
HLA-DPB1
IARS
EVI2B
SLC25A11
EHD4
SYNCRIP
ATP5J
F2R
PMAIP1
ZCCHC17
RHOT2
ARPC1B
PIGY
EHMT1
HIST2H2AA3
LHFP
C7orf55
MRPS36
POLE4
PSMD4
GLRX
SHOC2
MRPL27
TMED10
RAB11FIP1
YIF1A
LUC7L3
HAT1
H2AFV
SBDS
TIPRL
MAN1B1
NDUFB11
TMEM123
TP53
CCDC69
PPP6C
OTUB1
PRPSAP2
SH3BGRL3
PSMC5
YARS
NLRP1
GTF2I
RPS6KA1
MRPS15
GORASP2
ALG5
DOK2
CFLAR
CUTC
RABGAP1L
EIF4H
SELM
ETFB
SEPW1
MRPL42
HAX1
CTSA
ELP2
ZMPSTE24
EXOC7
TXN2
TRAPPC3
LPIN1
MKRN1
ANXA7
WDR13
PMP22
GPX1
MAP1LC3B2
BCL10
GLB1
CYBRD1
6-Sep
PARP9
CYFIP2
SCAF4
APRT
PIM2
INSIG1
TMEM256
CAPZB
BRWD1
RLF
TEX264
TBCB
CNPY2
VAMP8
CYBA
ANXA1
C1R
TXNDC15
TMEM204
NDUFA6
HMG20B
PTRHD1
NDUFAF3
NOSIP
ARL1
AK3
TRIM22
MAB21L3
MRI1
TBK1
MPPE1
SLC44A2
SQSTM1
CCL4L2
CCL3L3
NMRK1
PTPN11
ATF3
DDX47
TAPBPL
BTG1
CNOT4
APEH
BRMS1
LGALS1
PCMT1
SGPL1
GON4L
C5orf15
UBA7
GRIPAP1
ACBD6
PQBP1
JTB
CLEC2B
MRPL47
COPG1
IDH2
C1orf56
NOP2
APMAP
BNIP2
DHX30
ERAP1
CNN3
SLC1A5
SUN1
DNAJC3
LITAF
ZNF410
MPC1
PPP3CC
MEA1
C4orf48
NKG7
EMP1
CHCHD7
TARS
TRAPPC2L
CCDC109B
SNRPE
CUEDC2
MTHFD2
SS18L2
OAS3
VPS39
STARD3
LIMA1
MTFMT
LYST
KLRK1
ZYX
SYNRG
TMC8
HIGD1A
RBBP4
PRKAR1A
STARD3NL
SMN2
CTBP1
ASCC2
PSENEN
CAMLG
RGCC
BAD
ZNF644
MFSD10
GABARAPL1
LAT2
RNF168
TNFAIP8L1
PRDX5
MED6
CD46
SIT1
DEF6
NXF1
EPC1
TES
PNPLA8
POLR3C
BEX4
RPS6KB2
ADRM1
RAB31
KPNA1
TMEM41B
S100A11
CLTC
SRP9
NXT1
ECI2
SNAPIN
UFC1
LSM7
KIAA0040
ITGA4
SLC35A4
NSUN2
PHF5A
TAX1BP1
TMBIM4
FAM103A1
FAM195B
GZMH
NUP98
MTRNR2L2
ITGB1BP1
RFC2
PLK2
ARHGAP9
EIF1B
METTL9
ATP5O
SP100
S100A4
LIME1
LAMB1
DDRGK1
JMJD6
GZMA
AAMP
FMNL3
TRIM13
SRSF10
TSPO
TBPL1
ARRDC3
STX12
MRPL39
HPCAL1
ITPA
CREG1
SERPINB6
JUNB
SYS1
DOCK10
ETHE1
RPAIN
SRSF1
ACTR1B
EEF1E1
LAMTOR1
ANAPC16
C19orf48
CD52
CPNE3
PARP10
EIF2A
CRBN
ABCF3
FGFR1OP2
DNAJB9
MRPS27
WBP2
PRPF18
TIMM8B
PAPSS1
UBXN1
ERP44
NSA2
NEDD8
INPP5D
CALM3
ACIN1
ZC3H11A
STAT2
SNAP47
DLD
RANGRF
JAK3
TRAPPC4
RGS10
TMEM258
PLD3
FOXP1
MYO1G
SERINC1
PEX19
PSMD7
TM2D1
TTC17
SMARCA2
MIF4GD
TUBGCP6
ZNF791
P4HB
PSMB1
TXN
EXOSC6
ATP6V1D
SPAG7
SNRNP27
ARAF
KLF10
NMD3
LARP4B
VPS13C
METTL3
REXO2
ANXA4
ATIC
ZGPAT
SCAF11
PXK
DENND2D
BAX
NCOA4
S100A13
ANXA11
IFI44
ATP5G1
PPWD1
USP3
DCLRE1C
FSTL1
CLK4
CXCR4
ESYT1
PARN
SOD2
CYTH1
PNPT1
SEMA4D
MAX
OSBPL8
NR4A2
PPCS
TERF2IP
COL1A1
AP1S2
PRDM2
SEL1L3
WDR45
DUSP4
BUD31
POLR2B
CAMTA1
SAMSN1
GMPPA
THADA
TAF12
COX8A
MTMR14
TMEM59
SNX6
DDX18
CAPN1
SARS
SLX1A
MAN2B1
OFD1
PEX16
UFL1
CD53
TMEM11
COMMD5
ARHGAP15
ASAH1
OVCA2
AHI1
NADSYN1
RGS14
IL18BP
RSU1
EIF4A3
CHMP2B
ACO2
ARID5A
UBE2N
HDAC3
GOT2
NFYC
PDAP1
EIF4E2
VRK2
RDX
TTC3
NDUFB8
R3HDM2
MTRNR2L8
ZMYM5
TANK
LIMD2
TM9SF4
SIRPG
METTL5
CASP1
IFNAR1
LAMTOR5
TALDO1
C5orf56
EIF5A
EHD2
NCF1
SLMO2
HNRNPK
ELF1
OXA1L
PSMD12
NFAT5
TAF1D
PEF1
MCM5
HN1
APOL1
FAM96A
ARSA
PPAPDC1B
NIPA2
TSTD1
SLC25A39
EIF3H
C17orf62
MRPL37
DUSP10
PSMA5
PIAS1
TMEM134
FBXO7
LRRFIP1
CNOT2
ABI3
STMN1
CKS2
C20orf112
GADD45B
TCTN3
DNAJB11
PDCD6
TMBIM1
CBWD1
AXL
C6orf89
CTNNA1
C17orf49
RNF167
ATPIF1
DPM1
SDF4
TAP2
VPS4B
SESN1
WDR74
DDX3Y
LGALS3
GLT8D1
DHX38
ABCF1
MRPL14
TMEM43
VIMP
STAT5B
SSB
TIMM23
OAS2
TMEM50B
DEGS1
SP140
NUDC
USP33
TSPYL1
DCAF13
ATP2B4
CHST12
TARDBP
STAU1
CHMP1A
HADHB
NUMB
TNIP1
RHOG
NSFL1C
XRN1
ODC1
EMC6
TNFRSF18
AZIN1
CRIP1
IL10RA
TOMM5
ARL6IP4
C2orf68
C11orf48
ELOVL1
ACP1
CLEC2D
CD8B
CD84
ARPC5L
STRA13
PIK3R1
MRPS6
SARNP
PER1
MICAL1
MINOS1
11-Sep
EIF3E
KDELR2
LY9
SDF2L1
DEK
C12orf23
PSPC1
EFR3A
NBPF14
GBP5
NCOA7
METTL17
IRF9
LBH
NFU1
DYNLT3
FKBP11
FLII
CSNK2A1
DDX56
MRPS18B
TMEM208
MAFF
ABTB1
CCT6A
YIPF3
TYMP
FKBP2
THEMIS
NDUFA5
RBMS1
MEF2C
ACTR3
ZAP70
LPP
PTPRCAP
IL12RB1
ATRX
COX5A
EIF6
POLR2L
TRAF3IP2
SLTM
APOBEC3D
METTL23
RNF41
SERINC3
DDOST
GPNMB
NGRN
PSMA1
RAB7L1
LYPLA1
LNPEP
DDX27
ASB8
PLP2
CHMP5
FAM192A
OSTF1
MGAT1
SLC35B2
RTN3
PSMB6
PHC3
GOLPH3
UBLCP1
HSD17B11
CTSW
MRPL28
APBB1
SND1
C1orf123
BCAP31
CS
IGFBP7
EXOSC10
ARL4C
ATG4B
EMC3
LPXN
PRKAA1
EXOSC9
SSR3
DNAJC7
TM2D3
FLOT2
MAP4K1
SRP68
ARPC5
NDUFS2
PITHD1
RNF113A
NHP2
ANXA6
HIST2H2AA4
DPM3
COL6A2
ZC3H12A
STOM
ARPP19
RRAGA
HLA-DMB
HLA-A
STAT3
MBD4
TRPT1
NOP16
CAP1
9-Sep
NDUFB5
SLIRP
HEXB
TCEB3
HSPA1A
ITM2C
SUMF2
TMED5
C14orf166
PPIB
TMED2
ATG13
U2AF1
DKC1
CREBZF
GCHFR
UBE2B
MT1X
KEAP1
UROS
CPQ
SOAT1
MRPS30
SEC31A
H1F0
ISG15
SUCLG1
PRPF40A
MAGEH1
IRF4
DTD1
COL3A1
MOB3A
IVNS1ABP
SIGIRR
PRDX3
MOV10
TMEM9
OCIAD2
KIAA0247
DNAJA2
PSAP
DUSP6
ELP5
FAM65B
NUCB2
SNX27
TIMM10
TPP1
SEC24C
C16orf13
AP1G2
RBM42
ORMDL2
IFNG
EMD
APH1A
CCDC82
TP53INP1
LATS1
SPOCK2
HTATIP2
DDX6
VPS28
AP3M1
ZNF460
SLC20A1
PCM1
TSG101
NOB1
ABHD3
AEBP1
SHISA9
TRIM38
SLC25A6
DCP2
C1D
BTN3A3
RASD1
COMMD3
SHFM1
DUT
LRRC59
EDEM1
CDC73
EIF3L
NFATC2
ANAPC5
RAB13
PRDX2
HSPH1
SUGP2
ITFG1
PSMD1
IFNGR1
RBMX
ORAI2
CDC123
PPP1R16B
HLA-DRB1
SLC38A1
PHF20L1
SNX1
ZFR
CANX
APOBEC3G
TMEM126B
GIMAP5
NDUFA9
UCHL5
ST13
CNPPD1
ARID4B
WWP2
CTSH
PAF1
IFT57
DCTD
MFNG
LMNA
TBCD
TRIM59
SRSF5
SPRYD3
MAGED2
COA3
NF2
NUP62
NDFIP1
CUTA
IWS1
IDH3B
GOLT1B
PRKAG1
WASF2
GARS
CDK10
MDM4
PFDN2
PUM1
RAB7A
BIRC3
DCAF8
H2AFY
ZNF638
ACTN4
VPS33A
PSTPIP1
APOL2
COX7A2L
U2SURP
SLC7A6
HSD17B10
MRPL10
CYCS
IMP4
AES
CD2BP2
C16orf54
HLA-DRB5
MRPL38
BET1L
POLR3K
DARS
DAD1
FAM96B
CAND1
ACTR10
HCST
NASP
PDIA3
DCP1A
MRPL52
DHRS7
LAMTOR2
EVI2A
RBPJ
GIMAP1
PIN1
RIN2
ATAD1
YME1L1
SCP2
BDH2
NTAN1
NUP88
MOB4
DIDO1
NGDN
DPF2
CARS
AGTRAP
FN1
PPP1R12A
ATP1A1
FAIM3
UBQLN2
PFKL
MRPS28
MTRNR2L10
TOR1AIP1
PXN
GANAB
HARS
ITGB1
PSMC4
SGK1
NOP10
PSMD8
MAP1LC3B
P2RY8
TRAPPC2
AURKAIP1
NFKBIZ
SLC39A9
PLIN3
MCFD2
EPS15
GNS
CD2
CNOT7
NKAP
PSIP1
AP2B1
SLC30A7
PRF1
CDK4
FAM107B
RBM3
SCFD1
PAPD4
HIPK3
XPOT
TRIM14
ABRACL
ENOPH1
FAM127A
NAA15
BCL11B
S100A16
PLS3
MRPL9
RAB4B
TSPAN31
ALKBH7
CD68
BSG
PARP8
TNRC6B
VPS29
HDDC2
BUB3
VPS35
CNN2
ASNA1
C1S
GLO1
WDR61
ERAP2
PKIG
CCS
FCGRT
TSSC4
TMEM70
FTO
APOPT1
DHX8
UBE3B
COPE
EIF3A
COA4
ARHGAP1
CXCR3
UBAC2
TSC22D2
NDUFV1
POLDIP2
SELPLG
AP1B1
CD74
PLSCR1
APOD
SRP54
RNASEH2B
HLA-DQA2
VAMP5
TUBA1C
AKR1B1
UXS1
DPP9
COPS3
PMPCB
